Season,Rule,Pokemon,併用率の高いポケモン,Rank_併用率の高いポケモン
4,Single,イエッサン♂,ドリュウズ,4
4,Single,イエッサン♂,カビゴン,5
4,Single,イエッサン♂,トゲキッス,6
4,Single,イエッサン♂,パルシェン,7
4,Single,イエッサン♂,ギャラドス,8
4,Single,イエッサン♂,ジュラルドン,9
4,Single,イエッサン♂,オーロンゲ,10
4,Single,イエッサン♀,ラプラス,1
4,Single,イエッサン♀,ミミッキュ,2
4,Single,イエッサン♀,バイウールー,3
4,Single,イエッサン♀,カビゴン,4
4,Single,イエッサン♀,ドラパルト,5
4,Single,イエッサン♀,ブリムオン,6
4,Single,イエッサン♀,アーマーガア,7
4,Single,イエッサン♀,ドリュウズ,8
4,Single,イエッサン♀,ドサイドン,9
4,Single,イエッサン♀,マホイップ,10
4,Single,モルペコ,ミミッキュ,1
4,Single,モルペコ,ドラパルト,2
4,Single,モルペコ,トゲキッス,3
4,Single,モルペコ,ギャラドス,4
4,Single,モルペコ,ドリュウズ,5
4,Single,モルペコ,ラプラス,6
4,Single,モルペコ,アーマーガア,7
4,Single,モルペコ,カビゴン,8
4,Single,モルペコ,サザンドラ,9
4,Single,モルペコ,ニンフィア,10
4,Single,ゾウドウ,デスマス,1
4,Single,ゾウドウ,ピカチュウ,2
4,Single,ゾウドウ,ジグザグマ,3
4,Single,ゾウドウ,ダルマッカ,4
4,Single,ゾウドウ,ホシガリス,5
4,Single,ゾウドウ,ドータクン,6
4,Single,ゾウドウ,ペリッパー,7
4,Single,ゾウドウ,ジュラルドン,8
4,Single,ゾウドウ,ニャイキング,9
4,Single,ゾウドウ,ヨノワール,10
4,Single,ダイオウドウ,ブリムオン,1
4,Single,ダイオウドウ,ドラパルト,2
4,Single,ダイオウドウ,ミミッキュ,3
4,Single,ダイオウドウ,トゲキッス,4
4,Single,ダイオウドウ,ドリュウズ,5
4,Single,ダイオウドウ,ラプラス,6
4,Single,ダイオウドウ,シャンデラ,7
4,Single,ダイオウドウ,アーマーガア,8
4,Single,ダイオウドウ,カビゴン,9
4,Single,ダイオウドウ,ギャラドス,10
4,Single,パッチラゴン,ミミッキュ,1
4,Single,パッチラゴン,トゲキッス,2
4,Single,パッチラゴン,ドラパルト,3
4,Single,パッチラゴン,ドリュウズ,4
4,Single,パッチラゴン,カビゴン,5
4,Single,パッチラゴン,アーマーガア,6
4,Single,パッチラゴン,ラプラス,7
4,Single,パッチラゴン,ギャラドス,8
4,Single,パッチラゴン,ギルガルド,9
4,Single,パッチラゴン,アシレーヌ,10
4,Single,パッチルドン,ミミッキュ,1
4,Single,パッチルドン,ドラパルト,2
4,Single,パッチルドン,ドリュウズ,3
4,Single,パッチルドン,ウオノラゴン,4
4,Single,パッチルドン,ギャラドス,5
4,Single,パッチルドン,アーマーガア,6
4,Single,パッチルドン,サザンドラ,7
4,Single,パッチルドン,トゲキッス,8
4,Single,パッチルドン,ラプラス,9
4,Single,パッチルドン,アシレーヌ,10
4,Single,ウオノラゴン,ミミッキュ,1
4,Single,ウオノラゴン,トゲキッス,2
4,Single,ウオノラゴン,ドラパルト,3
4,Single,ウオノラゴン,ドリュウズ,4
4,Single,ウオノラゴン,カビゴン,5
4,Single,ウオノラゴン,パッチラゴン,6
4,Single,ウオノラゴン,ラプラス,7
4,Single,ウオノラゴン,ロトム,8
4,Single,ウオノラゴン,アーマーガア,9
4,Single,ウオノラゴン,オーロンゲ,10
4,Single,ウオチルドン,ドラパルト,1
4,Single,ウオチルドン,ドリュウズ,2
4,Single,ウオチルドン,ミミッキュ,3
4,Single,ウオチルドン,トゲキッス,4
4,Single,ウオチルドン,パッチラゴン,5
4,Single,ウオチルドン,カバルドン,6
4,Single,ウオチルドン,カビゴン,7
4,Single,ウオチルドン,ロトム,8
4,Single,ウオチルドン,ブリムオン,9
4,Single,ウオチルドン,ウオノラゴン,10
4,Single,ジュラルドン,ドラパルト,1
4,Single,ジュラルドン,ミミッキュ,2
4,Single,ジュラルドン,トゲキッス,3
4,Single,ジュラルドン,ギャラドス,4
4,Single,ジュラルドン,カビゴン,5
4,Single,ジュラルドン,ドリュウズ,6
4,Single,ジュラルドン,ロトム,7
4,Single,ジュラルドン,アーマーガア,8
4,Single,ジュラルドン,パッチラゴン,9
4,Single,ジュラルドン,ヒヒダルマ,10
4,Single,ドラメシヤ,ドラパルト,1
4,Single,ドラメシヤ,ドロンチ,2
4,Single,ドラメシヤ,パッチラゴン,3
4,Single,ドラメシヤ,サニーゴ,4
4,Single,ドラメシヤ,ニューラ,5
4,Single,ドラメシヤ,ジュナイパー,6
4,Single,ドラメシヤ,アーマーガア,7
4,Single,ドラメシヤ,ラプラス,8
4,Single,ドラメシヤ,ナットレイ,9
4,Single,ドラメシヤ,コータス,10
4,Single,ドロンチ,ドラパルト,1
4,Single,ドロンチ,トゲキッス,2
4,Single,ドロンチ,ドリュウズ,3
4,Single,ドロンチ,ウインディ,4
4,Single,ドロンチ,ミミッキュ,5
4,Single,ドロンチ,オノノクス,6
4,Single,ドロンチ,ネギガナイト,7
4,Single,ドロンチ,モスノウ,8
4,Single,ドロンチ,カビゴン,9
4,Single,ドロンチ,パッチラゴン,10
4,Single,ドラパルト,ミミッキュ,1
4,Single,ドラパルト,トゲキッス,2
4,Single,ドラパルト,ドリュウズ,3
4,Single,ドラパルト,カビゴン,4
4,Single,ドラパルト,ロトム,5
4,Single,ドラパルト,アーマーガア,6
4,Single,ドラパルト,ロトム,7
4,Single,ドラパルト,ラプラス,8
4,Single,ドラパルト,ギャラドス,9
4,Single,ドラパルト,ナットレイ,10
5,Single,フシギダネ,ピカチュウ,1
5,Single,フシギダネ,リザードン,2
5,Single,フシギダネ,ゼニガメ,3
5,Single,フシギダネ,カビゴン,4
5,Single,フシギダネ,コータス,5
5,Single,フシギダネ,ラプラス,6
5,Single,フシギダネ,バタフリー,7
5,Single,フシギダネ,リオル,8
5,Single,フシギダネ,ケンホロウ,9
5,Single,フシギダネ,ヒトカゲ,10
5,Single,フシギソウ,ドラパルト,1
5,Single,フシギソウ,ラプラス,2
5,Single,フシギソウ,バンギラス,3
5,Single,フシギソウ,アーマーガア,4
5,Single,フシギソウ,リザードン,5
5,Single,フシギソウ,ドリュウズ,6
5,Single,フシギソウ,ミミッキュ,7
5,Single,フシギソウ,ドヒドイデ,8
5,Single,フシギソウ,カビゴン,9
5,Single,フシギソウ,ピカチュウ,10
5,Single,フシギバナ,コータス,1
5,Single,フシギバナ,ミミッキュ,2
5,Single,フシギバナ,リザードン,3
5,Single,フシギバナ,ドラパルト,4
5,Single,フシギバナ,ドリュウズ,5
5,Single,フシギバナ,カビゴン,6
5,Single,フシギバナ,トゲキッス,7
5,Single,フシギバナ,バンギラス,8
5,Single,フシギバナ,アーマーガア,9
5,Single,フシギバナ,カメックス,10
5,Single,ヒトカゲ,ゼニガメ,1
5,Single,ヒトカゲ,リザードン,2
5,Single,ヒトカゲ,ドラパルト,3
5,Single,ヒトカゲ,フシギダネ,4
5,Single,ヒトカゲ,カビゴン,5
5,Single,ヒトカゲ,ミミッキュ,6
5,Single,ヒトカゲ,カメックス,7
5,Single,ヒトカゲ,フシギバナ,8
5,Single,ヒトカゲ,トゲキッス,9
5,Single,ヒトカゲ,ヒヒダルマ,10
5,Single,リザード,ダルマッカ,1
5,Single,リザード,ダゲキ,2
5,Single,リザード,ピカチュウ,3
5,Single,リザード,オーロンゲ,4
5,Single,リザード,ギャラドス,5
5,Single,リザード,ウォーグル,6
5,Single,リザード,ドリュウズ,7
5,Single,リザード,アーマーガア,8
5,Single,リザード,パルスワン,9
5,Single,リザード,オトスパス,10
5,Single,リザードン,ミミッキュ,1
5,Single,リザードン,ドラパルト,2
5,Single,リザードン,ドリュウズ,3
5,Single,リザードン,カビゴン,4
5,Single,リザードン,ロトム,5
5,Single,リザードン,バンギラス,6
5,Single,リザードン,コータス,7
5,Single,リザードン,ラプラス,8
5,Single,リザードン,ギャラドス,9
5,Single,リザードン,トゲキッス,10
5,Single,ゼニガメ,リザードン,1
5,Single,ゼニガメ,ピカチュウ,2
5,Single,ゼニガメ,フシギソウ,3
5,Single,ゼニガメ,カビゴン,4
5,Single,ゼニガメ,ルカリオ,5
5,Single,ゼニガメ,バタフリー,6
5,Single,ゼニガメ,ガオガエン,7
5,Single,ゼニガメ,ラプラス,8
5,Single,ゼニガメ,フシギダネ,9
5,Single,ゼニガメ,フシギバナ,10
5,Single,カメール,トゲデマル,1
5,Single,カメール,ウオノラゴン,2
5,Single,カメール,アーマーガア,3
5,Single,カメール,イエッサン,4
5,Single,カメール,マッギョ,5
5,Single,カメール,ウインディ,6
5,Single,カメール,エレザード,7
5,Single,カメール,ドータクン,8
5,Single,カメール,ドクロッグ,9
5,Single,カメール,イシヘンジン,10
5,Single,カメックス,ドラパルト,1
5,Single,カメックス,ミミッキュ,2
5,Single,カメックス,ドリュウズ,3
5,Single,カメックス,カビゴン,4
5,Single,カメックス,トゲキッス,5
5,Single,カメックス,リザードン,6
5,Single,カメックス,ロトム,7
5,Single,カメックス,オーロンゲ,8
5,Single,カメックス,キュウコン,9
5,Single,カメックス,パッチラゴン,10
5,Single,キャタピー,ピカチュウ,1
5,Single,キャタピー,リオル,2
5,Single,キャタピー,ダブラン,3
5,Single,キャタピー,ナックラー,4
5,Single,キャタピー,バタフリー,5
5,Single,キャタピー,モグリュー,6
5,Single,キャタピー,ミミッキュ,7
5,Single,キャタピー,エルフーン,8
5,Single,キャタピー,テッシード,9
5,Single,キャタピー,エーフィ,10
5,Single,トランセル,ドラパルト,1
5,Single,トランセル,モルペコ,2
5,Single,トランセル,メタモン,3
5,Single,トランセル,カメックス,4
5,Single,トランセル,キャタピー,5
5,Single,トランセル,アズマオウ,6
5,Single,トランセル,ペリッパー,7
5,Single,トランセル,ヤレユータン,8
5,Single,トランセル,セキタンザン,9
5,Single,トランセル,ローブシン,10
5,Single,バタフリー,ドラパルト,1
5,Single,バタフリー,ミミッキュ,2
5,Single,バタフリー,トゲキッス,3
5,Single,バタフリー,ドリュウズ,4
5,Single,バタフリー,エルフーン,5
5,Single,バタフリー,カビゴン,6
5,Single,バタフリー,ギャラドス,7
5,Single,バタフリー,オーロンゲ,8
5,Single,バタフリー,ラプラス,9
5,Single,バタフリー,ヒヒダルマ,10
5,Single,ピカチュウ,カビゴン,1
5,Single,ピカチュウ,リザードン,2
5,Single,ピカチュウ,ドラパルト,3
5,Single,ピカチュウ,ミミッキュ,4
5,Single,ピカチュウ,ラプラス,5
5,Single,ピカチュウ,フシギバナ,6
5,Single,ピカチュウ,カメックス,7
5,Single,ピカチュウ,ドリュウズ,8
5,Single,ピカチュウ,トゲキッス,9
5,Single,ピカチュウ,ギャラドス,10
5,Single,ライチュウ,ミミッキュ,1
5,Single,ライチュウ,リザードン,2
5,Single,ライチュウ,カビゴン,3
5,Single,ライチュウ,ドラパルト,4
5,Single,ライチュウ,ギャラドス,5
5,Single,ライチュウ,ドリュウズ,6
5,Single,ライチュウ,トゲキッス,7
5,Single,ライチュウ,アシレーヌ,8
5,Single,ライチュウ,バンギラス,9
5,Single,ライチュウ,ルカリオ,10
5,Single,ピッピ,カビゴン,1
5,Single,ピッピ,ガオガエン,2
5,Single,ピッピ,イーブイ,3
5,Single,ピッピ,ミミッキュ,4
5,Single,ピッピ,ウッウ,5
5,Single,ピッピ,ピカチュウ,6
5,Single,ピッピ,トゲキッス,7
5,Single,ピッピ,ドラパルト,8
5,Single,ピッピ,アシレーヌ,9
5,Single,ピッピ,エースバーン,10
5,Single,ピクシー,ドラパルト,1
5,Single,ピクシー,カビゴン,2
5,Single,ピクシー,ドリュウズ,3
5,Single,ピクシー,ミミッキュ,4
5,Single,ピクシー,ロトム,5
5,Single,ピクシー,ギャラドス,6
5,Single,ピクシー,アーマーガア,7
5,Single,ピクシー,ナットレイ,8
5,Single,ピクシー,ガオガエン,9
5,Single,ピクシー,ヒヒダルマ,10
5,Single,ロコン,リザードン,1
5,Single,ロコン,カビゴン,2
5,Single,ロコン,エースバーン,3
5,Single,ロコン,ミロカロス,4
5,Single,ロコン,ドラパルト,5
5,Single,ロコン,ピカチュウ,6
5,Single,ロコン,ピッピ,7
5,Single,ロコン,イーブイ,8
5,Single,ロコン,オーロット,9
5,Single,ロコン,ヤドン,10
5,Single,ロコン,ピクシー,1
5,Single,ロコン,モルペコ,2
5,Single,ロコン,ミロカロス,3
5,Single,ロコン,シンボラー,4
5,Single,ロコン,ホルード,5
5,Single,ロコン,ジャラランガ,6
5,Single,ロコン,ピカチュウ,7
5,Single,ロコン,カビゴン,8
5,Single,ロコン,マッギョ,9
5,Single,ロコン,リオル,10
5,Single,キュウコン,リザードン,1
5,Single,キュウコン,ドリュウズ,2
5,Single,キュウコン,ドラパルト,3
5,Single,キュウコン,フシギバナ,4
5,Single,キュウコン,ミミッキュ,5
5,Single,キュウコン,カビゴン,6
5,Single,キュウコン,アーマーガア,7
5,Single,キュウコン,トゲキッス,8
5,Single,キュウコン,ギャラドス,9
5,Single,キュウコン,バンギラス,10
5,Single,キュウコン,ドラパルト,1
5,Single,キュウコン,ドリュウズ,2
5,Single,キュウコン,トゲキッス,3
5,Single,キュウコン,カビゴン,4
5,Single,キュウコン,ミミッキュ,5
5,Single,キュウコン,アシレーヌ,6
5,Single,キュウコン,ロトム,7
5,Single,キュウコン,ギャラドス,8
5,Single,キュウコン,ロトム,9
5,Single,キュウコン,ガオガエン,10
5,Single,ナゾノクサ,ワタシラガ,1
5,Single,ナゾノクサ,ロゼリア,2
5,Single,ナゾノクサ,ヒトモシ,3
5,Single,ナゾノクサ,コータス,4
5,Single,ナゾノクサ,ツボツボ,5
5,Single,ナゾノクサ,サザンドラ,6
5,Single,ナゾノクサ,ヌメルゴン,7
5,Single,ナゾノクサ,ニャイキング,8
5,Single,ナゾノクサ,ストリンダー,9
5,Single,ナゾノクサ,ナマコブシ,10
5,Single,クサイハナ,ドラパルト,1
5,Single,クサイハナ,ドリュウズ,2
5,Single,クサイハナ,トゲキッス,3
5,Single,クサイハナ,マタドガス,4
5,Single,クサイハナ,ストリンダー,5
5,Single,クサイハナ,ミミッキュ,6
5,Single,クサイハナ,ギャラドス,7
5,Single,クサイハナ,ドラピオン,8
5,Single,クサイハナ,バンギラス,9
5,Single,クサイハナ,ロトム,10
5,Single,ラフレシア,カビゴン,1
5,Single,ラフレシア,トゲキッス,2
5,Single,ラフレシア,ドラパルト,3
5,Single,ラフレシア,ミミッキュ,4
5,Single,ラフレシア,リザードン,5
5,Single,ラフレシア,ドリュウズ,6
5,Single,ラフレシア,バンギラス,7
5,Single,ラフレシア,ウインディ,8
5,Single,ラフレシア,ギャラドス,9
5,Single,ラフレシア,オーロンゲ,10
5,Single,ディグダ,メタモン,1
5,Single,ディグダ,フワンテ,2
5,Single,ディグダ,デリバード,3
5,Single,ディグダ,アーマーガア,4
5,Single,ディグダ,ローブシン,5
5,Single,ディグダ,グレッグル,6
5,Single,ダグトリオ,トゲキッス,1
5,Single,ダグトリオ,カビゴン,2
5,Single,ダグトリオ,ドラパルト,3
5,Single,ダグトリオ,ミミッキュ,4
5,Single,ダグトリオ,リザードン,5
5,Single,ダグトリオ,ギャラドス,6
5,Single,ダグトリオ,ラプラス,7
5,Single,ダグトリオ,ロトム,8
5,Single,ダグトリオ,オノノクス,9
5,Single,ダグトリオ,アーマーガア,10
5,Single,ダグトリオ,トゲキッス,1
5,Single,ダグトリオ,アシレーヌ,2
5,Single,ダグトリオ,エレザード,3
5,Single,ダグトリオ,ペルシアン,4
5,Single,ダグトリオ,ガオガエン,5
5,Single,ダグトリオ,キュウコン,6
5,Single,ダグトリオ,ゴロンダ,7
5,Single,ダグトリオ,アーマーガア,8
5,Single,ダグトリオ,ミミッキュ,9
5,Single,ダグトリオ,ドラピオン,10
5,Single,ニャース,ウインディ,1
5,Single,ニャース,ミミッキュ,2
5,Single,ニャース,ロトム,3
5,Single,ニャース,ギルガルド,4
5,Single,ニャース,ランターン,5
5,Single,ニャース,ゴチルゼル,6
5,Single,ニャース,キテルグマ,7
5,Single,ニャース,ソーナンス,8
5,Single,ニャース,カジリガメ,9
5,Single,ニャース,キリキザン,10
5,Single,ニャース,ヒヒダルマ,1
5,Single,ニャース,ヒドイデ,2
5,Single,ニャース,カビゴン,3
5,Single,ニャース,キリキザン,4
5,Single,ニャース,ロトム,5
5,Single,ニャース,ガオガエン,6
5,Single,ニャース,バルジーナ,7
5,Single,ニャース,バンギラス,8
5,Single,ニャース,テッカニン,9
5,Single,ニャース,オーロンゲ,10
5,Single,ニャース,ドラパルト,1
5,Single,ニャース,パルシェン,2
5,Single,ニャース,ロトム,3
5,Single,ニャース,カメックス,4
5,Single,ニャース,ゴリランダー,5
5,Single,ニャース,タンドン,6
5,Single,ニャース,ヌオー,7
5,Single,ニャース,ココガラ,8
5,Single,ニャース,バンギラス,9
5,Single,ニャース,バリヤード,10
5,Single,ペルシアン,マニューラ,1
5,Single,ペルシアン,ガオガエン,2
5,Single,ペルシアン,ニャイキング,3
5,Single,ペルシアン,ギャラドス,4
5,Single,ペルシアン,レパルダス,5
5,Single,ペルシアン,ドラパルト,6
5,Single,ペルシアン,ニャオニクス,7
5,Single,ペルシアン,ロトム,8
5,Single,ペルシアン,ハガネール,9
5,Single,ペルシアン,ダグトリオ,10
5,Single,ペルシアン,ドラパルト,1
5,Single,ペルシアン,カビゴン,2
5,Single,ペルシアン,ミミッキュ,3
5,Single,ペルシアン,ロトム,4
5,Single,ペルシアン,ドリュウズ,5
5,Single,ペルシアン,トゲキッス,6
5,Single,ペルシアン,アーマーガア,7
5,Single,ペルシアン,アシレーヌ,8
5,Single,ペルシアン,トリトドン,9
5,Single,ペルシアン,ギャラドス,10
5,Single,ガーディ,ドラパルト,1
5,Single,ガーディ,バンギラス,2
5,Single,ガーディ,ジュラルドン,3
5,Single,ガーディ,ガマゲロゲ,4
5,Single,ガーディ,アーマーガア,5
5,Single,ガーディ,トゲキッス,6
5,Single,ガーディ,フシギバナ,7
5,Single,ガーディ,ウインディ,8
5,Single,ガーディ,ミミッキュ,9
5,Single,ガーディ,パルシェン,10
5,Single,ウインディ,ドラパルト,1
5,Single,ウインディ,ミミッキュ,2
5,Single,ウインディ,ドリュウズ,3
5,Single,ウインディ,トゲキッス,4
5,Single,ウインディ,カビゴン,5
5,Single,ウインディ,ギャラドス,6
5,Single,ウインディ,ロトム,7
5,Single,ウインディ,アーマーガア,8
5,Single,ウインディ,ラプラス,9
5,Single,ウインディ,バンギラス,10
5,Single,ワンリキー,ゴーリキー,1
5,Single,ワンリキー,カイリキー,2
5,Single,ワンリキー,ダゲキ,3
5,Single,ワンリキー,ナゲキ,4
5,Single,ワンリキー,カポエラー,5
5,Single,ワンリキー,コノハナ,6
5,Single,ワンリキー,ネギガナイト,7
5,Single,ワンリキー,バルキー,8
5,Single,ワンリキー,ヤバチャ,9
5,Single,ワンリキー,ナゲツケサル,10
5,Single,ゴーリキー,カイリキー,1
5,Single,ゴーリキー,ワンリキー,2
5,Single,ゴーリキー,オーロンゲ,3
5,Single,ゴーリキー,ミミッキュ,4
5,Single,ゴーリキー,ルチャブル,5
5,Single,ゴーリキー,ドラパルト,6
5,Single,ゴーリキー,ドリュウズ,7
5,Single,ゴーリキー,バンギラス,8
5,Single,ゴーリキー,ロトム,9
5,Single,ゴーリキー,ナットレイ,10
5,Single,カイリキー,ドラパルト,1
5,Single,カイリキー,ギャラドス,2
5,Single,カイリキー,カビゴン,3
5,Single,カイリキー,トゲキッス,4
5,Single,カイリキー,ミミッキュ,5
5,Single,カイリキー,ドリュウズ,6
5,Single,カイリキー,ロトム,7
5,Single,カイリキー,リザードン,8
5,Single,カイリキー,ラプラス,9
5,Single,カイリキー,ナットレイ,10
5,Single,ポニータ,ウインディ,1
5,Single,ポニータ,キングラー,2
5,Single,ポニータ,キュウコン,3
5,Single,ポニータ,リザードン,4
5,Single,ポニータ,ルチャブル,5
5,Single,ポニータ,カビゴン,6
5,Single,ポニータ,バイバニラ,7
5,Single,ポニータ,コオリッポ,8
5,Single,ポニータ,ギャロップ,9
5,Single,ポニータ,バンバドロ,10
5,Single,ポニータ,ラプラス,1
5,Single,ポニータ,ミミッキュ,2
5,Single,ポニータ,ドリュウズ,3
5,Single,ポニータ,エースバーン,4
5,Single,ポニータ,カビゴン,5
5,Single,ポニータ,シャンデラ,6
5,Single,ポニータ,オーロンゲ,7
5,Single,ポニータ,キレイハナ,8
5,Single,ポニータ,エーフィ,9
5,Single,ポニータ,バタフリー,10
5,Single,ギャロップ,ドリュウズ,1
5,Single,ギャロップ,ドラパルト,2
5,Single,ギャロップ,アシレーヌ,3
5,Single,ギャロップ,トゲキッス,4
5,Single,ギャロップ,カビゴン,5
5,Single,ギャロップ,ミミッキュ,6
5,Single,ギャロップ,ロトム,7
5,Single,ギャロップ,アイアント,8
5,Single,ギャロップ,ナットレイ,9
5,Single,ギャロップ,ピクシー,10
5,Single,ギャロップ,ミミッキュ,1
5,Single,ギャロップ,ドラパルト,2
5,Single,ギャロップ,ドリュウズ,3
5,Single,ギャロップ,トゲキッス,4
5,Single,ギャロップ,アーマーガア,5
5,Single,ギャロップ,カビゴン,6
5,Single,ギャロップ,ラプラス,7
5,Single,ギャロップ,ロトム,8
5,Single,ギャロップ,リザードン,9
5,Single,ギャロップ,バンギラス,10
5,Single,ヤドン,ミミッキュ,1
5,Single,ヤドン,トゲキッス,2
5,Single,ヤドン,カビゴン,3
5,Single,ヤドン,シャンデラ,4
5,Single,ヤドン,ラプラス,5
5,Single,ヤドン,シザリガー,6
5,Single,ヤドン,ブリムオン,7
5,Single,ヤドン,ギャラドス,8
5,Single,ヤドン,ドリュウズ,9
5,Single,ヤドン,エースバーン,10
5,Single,カモネギ,ドラパルト,1
5,Single,カモネギ,ミミッキュ,2
5,Single,カモネギ,ドリュウズ,3
5,Single,カモネギ,ピクシー,4
5,Single,カモネギ,カジリガメ,5
5,Single,カモネギ,オノノクス,6
5,Single,カモネギ,ストリンダー,7
5,Single,カモネギ,ナットレイ,8
5,Single,カモネギ,ニンフィア,9
5,Single,カモネギ,ガマゲロゲ,10
5,Single,カモネギ,ワシボン,1
5,Single,カモネギ,ニューラ,2
5,Single,カモネギ,タマンタ,3
5,Single,カモネギ,ウソハチ,4
5,Single,カモネギ,プルリル,5
5,Single,カモネギ,チョロネコ,6
5,Single,カモネギ,ゴンベ,7
5,Single,カモネギ,キバゴ,8
5,Single,カモネギ,ギルガルド,9
5,Single,カモネギ,サザンドラ,10
5,Single,シェルダー,クマシュン,1
5,Single,シェルダー,ヨーギラス,2
5,Single,シェルダー,ヒトモシ,3
5,Single,シェルダー,ゴンベ,4
5,Single,シェルダー,ゴース,5
5,Single,シェルダー,ドガース,6
5,Single,シェルダー,ギャラドス,7
5,Single,シェルダー,モスノウ,8
5,Single,シェルダー,ペロッパフ,9
5,Single,シェルダー,ガーディ,10
5,Single,パルシェン,ドラパルト,1
5,Single,パルシェン,トゲキッス,2
5,Single,パルシェン,ミミッキュ,3
5,Single,パルシェン,ドリュウズ,4
5,Single,パルシェン,カビゴン,5
5,Single,パルシェン,ロトム,6
5,Single,パルシェン,オーロンゲ,7
5,Single,パルシェン,ギャラドス,8
5,Single,パルシェン,ロトム,9
5,Single,パルシェン,ヒヒダルマ,10
5,Single,ゴース,デスカーン,1
5,Single,ゴース,デスバーン,2
5,Single,ゴース,ダダリン,3
5,Single,ゴース,ニダンギル,4
5,Single,ゴース,ドラパルト,5
5,Single,ゴース,ゴンベ,6
5,Single,ゴース,ネンドール,7
5,Single,ゴース,デンチュラ,8
5,Single,ゴース,オノノクス,9
5,Single,ゴース,ギギギアル,10
5,Single,ゴースト,カビゴン,1
5,Single,ゴースト,シャンデラ,2
5,Single,ゴースト,ハガネール,3
5,Single,ゴースト,ミミッキュ,4
5,Single,ゴースト,リザードン,5
5,Single,ゴースト,タルップル,6
5,Single,ゴースト,ドラピオン,7
5,Single,ゴースト,ゲンガー,8
5,Single,ゴースト,ハリーセン,9
5,Single,ゴースト,トゲデマル,10
5,Single,ゲンガー,カビゴン,1
5,Single,ゲンガー,ドラパルト,2
5,Single,ゲンガー,ミミッキュ,3
5,Single,ゲンガー,トゲキッス,4
5,Single,ゲンガー,ギャラドス,5
5,Single,ゲンガー,ドリュウズ,6
5,Single,ゲンガー,アーマーガア,7
5,Single,ゲンガー,ラプラス,8
5,Single,ゲンガー,ロトム,9
5,Single,ゲンガー,バンギラス,10
5,Single,イワーク,ドラパルト,1
5,Single,イワーク,ギャラドス,2
5,Single,イワーク,ミミッキュ,3
5,Single,イワーク,ドリュウズ,4
5,Single,イワーク,カビゴン,5
5,Single,イワーク,トゲキッス,6
5,Single,イワーク,リザードン,7
5,Single,イワーク,ロトム,8
5,Single,イワーク,バンギラス,9
5,Single,イワーク,ウインディ,10
5,Single,クラブ,キレイハナ,1
5,Single,クラブ,マッギョ,2
5,Single,クラブ,ヒヒダルマ,3
5,Single,クラブ,ブラッキー,4
5,Single,クラブ,ヨルノズク,5
5,Single,クラブ,フワンテ,6
5,Single,クラブ,ナットレイ,7
5,Single,クラブ,ヨマワル,8
5,Single,クラブ,ヒバニー,9
5,Single,クラブ,ミミッキュ,10
5,Single,キングラー,ドラパルト,1
5,Single,キングラー,トゲキッス,2
5,Single,キングラー,ドリュウズ,3
5,Single,キングラー,カビゴン,4
5,Single,キングラー,ミミッキュ,5
5,Single,キングラー,ロトム,6
5,Single,キングラー,バンギラス,7
5,Single,キングラー,リザードン,8
5,Single,キングラー,エレザード,9
5,Single,キングラー,ヒヒダルマ,10
5,Single,サワムラー,ドリュウズ,1
5,Single,サワムラー,ドラパルト,2
5,Single,サワムラー,トゲキッス,3
5,Single,サワムラー,ミミッキュ,4
5,Single,サワムラー,ギャラドス,5
5,Single,サワムラー,カビゴン,6
5,Single,サワムラー,ロトム,7
5,Single,サワムラー,アシレーヌ,8
5,Single,サワムラー,ラプラス,9
5,Single,サワムラー,リザードン,10
5,Single,エビワラー,ドラパルト,1
5,Single,エビワラー,ドリュウズ,2
5,Single,エビワラー,トゲキッス,3
5,Single,エビワラー,ギャラドス,4
5,Single,エビワラー,カビゴン,5
5,Single,エビワラー,ミミッキュ,6
5,Single,エビワラー,ロトム,7
5,Single,エビワラー,ピクシー,8
5,Single,エビワラー,チラチーノ,9
5,Single,エビワラー,ゲンガー,10
5,Single,ドガース,エルフーン,1
5,Single,ドガース,ヒヒダルマ,2
5,Single,ドガース,バイバニラ,3
5,Single,ドガース,ギギギアル,4
5,Single,ドガース,マッスグマ,5
5,Single,ドガース,マタドガス,6
5,Single,ドガース,キングラー,7
5,Single,ドガース,カビゴン,8
5,Single,ドガース,マホイップ,9
5,Single,ドガース,タンドン,10
5,Single,マタドガス,ドラパルト,1
5,Single,マタドガス,ドリュウズ,2
5,Single,マタドガス,カビゴン,3
5,Single,マタドガス,ギャラドス,4
5,Single,マタドガス,アーマーガア,5
5,Single,マタドガス,ミミッキュ,6
5,Single,マタドガス,ロトム,7
5,Single,マタドガス,ナットレイ,8
5,Single,マタドガス,ラプラス,9
5,Single,マタドガス,バンギラス,10
5,Single,サイホーン,ポニータ,1
5,Single,サイホーン,ゴース,2
5,Single,サイホーン,ウソハチ,3
5,Single,サイホーン,ゴンベ,4
5,Single,サイホーン,ミミッキュ,5
5,Single,サイホーン,ニューラ,6
5,Single,サイホーン,クスネ,7
5,Single,サイホーン,ヨルノズク,8
5,Single,サイホーン,ギャロップ,9
5,Single,サイホーン,ドラパルト,10
5,Single,サイドン,カビゴン,1
5,Single,サイドン,リザードン,2
5,Single,サイドン,ギャラドス,3
5,Single,サイドン,ラプラス,4
5,Single,サイドン,ウインディ,5
5,Single,サイドン,ドラパルト,6
